FID,FID_1,STATION,BASIN,LONGITUDE,LATITUDE,STATION_ID,SITE,STATION__1,CRMS_SITE,PROJ_ID,BASIN_1,FLD_OFFICE,PROJ_TYPE,STATUS,DATA_TYPE,FREQUENCY,SENSOR_ENV,METHOD,Measures,FID_2,OBJECTID,TNMID,METASOURCE,SOURCEDATA,SOURCEORIG,SOURCEFEAT,LOADDATE,GNIS_ID,AREAACRES,AREASQKM,STATES,HUC8,NAME,Shape_Leng,Shape_Area,LWI_Region,Long,Lat
4622,16716,A08,Mermentau,-92° 49' 22.887"",29° 39' 53.068"",CRMS0589-A08,CRMS0589,CRMS0589-A08,CRMS0589,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.823024215800004,29.664741232099999
4623,16717,A12,Mermentau,-92° 49' 22.813"",29° 39' 53.133"",CRMS0589-A12,CRMS0589,CRMS0589-A12,CRMS0589,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.823003516800000,29.664759254600000
4624,16718,A13,Mermentau,-92° 49' 37.974"",29° 55' 56.565"",CRMS0590-A13,CRMS0590,CRMS0590-A13,CRMS0590,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.827215131200006,29.932379153700001
4625,16719,A16,Mermentau,-92° 49' 37.788"",29° 55' 56.727"",CRMS0590-A16,CRMS0590,CRMS0590-A16,CRMS0590,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.827163247000001,29.932424209099999
4626,16720,A19,Mermentau,-92° 49' 37.937"",29° 55' 56.727"",CRMS0590-A19,CRMS0590,CRMS0590-A19,CRMS0590,"CS-0016,CS-0029,LA-0030",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.827204691999995,29.932424263400002
4627,16721,A13,Mermentau,-92° 45' 37.877"",29° 59' 31.914"",CRMS0593-A13,CRMS0593,CRMS0593-A13,CRMS0593,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.760521369700001,29.992198367699999
4628,16722,A16,Mermentau,-92° 45' 37.802"",29° 59' 31.914"",CRMS0593-A16,CRMS0593,CRMS0593-A16,CRMS0593,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.760500634899998,29.992198330000001
4629,16723,A19,Mermentau,-92° 45' 37.765"",29° 59' 32.011"",CRMS0593-A19,CRMS0593,CRMS0593-A19,CRMS0593,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.760490202499994,29.992225384800001
4630,16724,A13,Mermentau,-92° 38' 11.298"",29° 51' 12.353"",CRMS0595-A13,CRMS0595,CRMS0595-A13,CRMS0595,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.636471604899995,29.853431450399999
4631,16725,A16,Mermentau,-92° 38' 11.148"",29° 51' 12.418"",CRMS0595-A16,CRMS0595,CRMS0595-A16,CRMS0595,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.636430127799997,29.853449385600001
4632,16726,A19,Mermentau,-92° 38' 11.223"",29° 51' 12.288"",CRMS0595-A19,CRMS0595,CRMS0595-A19,CRMS0595,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.636450964399998,29.853413344100002
4633,16727,A04,Mermentau,-92° 39' 56.927"",29° 36' 23.911"",CRMS0599-A04,CRMS0599,CRMS0599-A04,CRMS0599,"LA-0030,ME-0016",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.665813121699998,29.606641814200000
4634,16728,A08,Mermentau,-92° 39' 57.076"",29° 36' 24.008"",CRMS0599-A08,CRMS0599,CRMS0599-A08,CRMS0599,"LA-0030,ME-0016",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.665854343099994,29.606668993200000
4635,16729,A12,Mermentau,-92° 39' 57.039"",29° 36' 23.878"",CRMS0599-A12,CRMS0599,CRMS0599-A12,CRMS0599,"LA-0030,ME-0016",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.665844134400004,29.606632867199998
4636,16730,A04,Mermentau,-92° 32' 30.870"",29° 34' 39.586"",CRMS0600-A04,CRMS0600,CRMS0600-A04,CRMS0600,"LA-0030,ME-0016,ME-0024",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.541908383600003,29.577662649899999
4637,16731,A08,Mermentau,-92° 32' 30.796"",29° 34' 39.618"",CRMS0600-A08,CRMS0600,CRMS0600-A08,CRMS0600,"LA-0030,ME-0016,ME-0024",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.541887693700005,29.577671604399999
4638,16732,A12,Mermentau,-92° 32' 30.721"",29° 34' 39.650"",CRMS0600-A12,CRMS0600,CRMS0600-A12,CRMS0600,"LA-0030,ME-0016,ME-0024",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.541867003899995,29.577680557200001
4639,16733,A13,Mermentau,-92° 45' 38.054"",29° 48' 9.744"",CRMS0603-A13,CRMS0603,CRMS0603-A13,CRMS0603,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.760570466100006,29.802706590400000
4640,16734,A16,Mermentau,-92° 45' 38.351"",29° 48' 9.972"",CRMS0603-A16,CRMS0603,CRMS0603-A16,CRMS0603,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.760653098299997,29.802769913999999
4641,16735,A19,Mermentau,-92° 45' 38.202"",29° 48' 10.036"",CRMS0603-A19,CRMS0603,CRMS0603-A19,CRMS0603,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.760611663999995,29.802787888600001
4642,16736,A13,Mermentau,-92° 45' 23.101"",29° 45' 26.521"",CRMS0604-A13,CRMS0604,CRMS0604-A13,CRMS0604,"LA-0030,ME-0017",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.756416917300001,29.757367077400001
4643,16737,A16,Mermentau,-92° 45' 22.915"",29° 45' 26.554"",CRMS0604-A16,CRMS0604,CRMS0604-A16,CRMS0604,"LA-0030,ME-0017",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.756365179699998,29.757376007100000
4644,16738,A19,Mermentau,-92° 45' 23.064"",29° 45' 26.554"",CRMS0604-A19,CRMS0604,CRMS0604-A19,CRMS0604,"LA-0030,ME-0017",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.756406552300007,29.757376083200000
4645,16739,A04,Mermentau,-92° 54' 56.664"",29° 51' 38.847"",CRMS0605-A04,CRMS0605,CRMS0605-A04,CRMS0605,"CS-0016,CS-0029,LA-0030,ME-0011",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.915740020399994,29.860790910399999
4646,16740,A08,Mermentau,-92° 54' 56.664"",29° 51' 38.815"",CRMS0605-A08,CRMS0605,CRMS0605-A08,CRMS0605,"CS-0016,CS-0029,LA-0030,ME-0011",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.915740028000002,29.860781885600002
4647,16741,A12,Mermentau,-92° 54' 56.850"",29° 51' 38.782"",CRMS0605-A12,CRMS0605,CRMS0605-A12,CRMS0605,"CS-0016,CS-0029,LA-0030,ME-0011",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.915791804999998,29.860772893899998
4648,16742,A04,Mermentau,-92° 39' 59.945"",29° 40' 19.244"",CRMS0608-A04,CRMS0608,CRMS0608-A04,CRMS0608,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.666651313000003,29.672012180599999
4649,16743,A08,Mermentau,-92° 40' 0.094"",29° 40' 19.114"",CRMS0608-A08,CRMS0608,CRMS0608-A08,CRMS0608,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.666692769299999,29.671976184900000
4650,16744,A12,Mermentau,-92° 40' 0.057"",29° 40' 19.082"",CRMS0608-A12,CRMS0608,CRMS0608-A12,CRMS0608,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.666682464800004,29.671967133999999
4651,16745,A13,Mermentau,-92° 15' 37.886"",29° 43' 48.304"",CRMS0616-A13,CRMS0616,CRMS0616-A13,CRMS0616,"LA-0030,ME-0004",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.260523785700002,29.730084419600001
4652,16746,A16,Mermentau,-92° 15' 37.773"",29° 43' 48.401"",CRMS0616-A16,CRMS0616,CRMS0616-A16,CRMS0616,"LA-0030,ME-0004",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.260492568399997,29.730111319900001
4653,16747,A19,Mermentau,-92° 15' 37.849"",29° 43' 48.271"",CRMS0616-A19,CRMS0616,CRMS0616-A19,CRMS0616,"LA-0030,ME-0004",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.260513512299994,29.730075337599999
4654,16748,A04,Mermentau,-92° 15' 37.839"",29° 44' 14.912"",CRMS0618-A04,CRMS0618,CRMS0618-A04,CRMS0618,"LA-0030,ME-0004",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.260510934400003,29.737475488200001
4655,16749,A08,Mermentau,-92° 15' 37.989"",29° 44' 14.815"",CRMS0618-A08,CRMS0618,CRMS0618-A08,CRMS0618,"LA-0030,ME-0004",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.260552494400002,29.737448646699999
4656,16750,A12,Mermentau,-92° 15' 37.988"",29° 44' 14.945"",CRMS0618-A12,CRMS0618,CRMS0618-A12,CRMS0618,"LA-0030,ME-0004",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.260552229599995,29.737484743600000
4657,16751,A04,Mermentau,-92° 15' 41.831"",29° 41' 10.723"",CRMS0619-A04,CRMS0619,CRMS0619-A04,CRMS0619,"LA-0030,ME-0004,ME-0013",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.261619610300002,29.686312076600000
4658,16752,A08,Mermentau,-92° 15' 41.829"",29° 41' 10.918"",CRMS0619-A08,CRMS0619,CRMS0619-A08,CRMS0619,"LA-0030,ME-0004,ME-0013",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.261619214500001,29.686366223200000
4659,16753,A12,Mermentau,-92° 15' 41.830"",29° 41' 10.821"",CRMS0619-A12,CRMS0619,CRMS0619-A12,CRMS0619,"LA-0030,ME-0004,ME-0013",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.261619412399995,29.686339150300000
4660,16754,A13,Mermentau,-92° 58' 45.639"",29° 48' 35.730"",CRMS0622-A13,CRMS0622,CRMS0622-A13,CRMS0622,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.979344093199998,29.809925132000000
4661,16755,A16,Mermentau,-92° 58' 45.713"",29° 48' 35.828"",CRMS0622-A16,CRMS0622,CRMS0622-A16,CRMS0622,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.979364784900000,29.809952209799999
4662,16756,A19,Mermentau,-92° 58' 45.788"",29° 48' 35.795"",CRMS0622-A19,CRMS0622,CRMS0622-A19,CRMS0622,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.979385484100007,29.809943188199998
4663,16757,A04,Mermentau,-92° 30' 34.523"",29° 38' 8.698"",CRMS0623-A04,CRMS0623,CRMS0623-A04,CRMS0623,"LA-0030,ME-0001,ME-0014,ME-0023",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.509589848700003,29.635749308699999
4664,16758,A08,Mermentau,-92° 30' 34.413"",29° 38' 8.535"",CRMS0623-A08,CRMS0623,CRMS0623-A08,CRMS0623,"LA-0030,ME-0001,ME-0014,ME-0023",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.509559076100004,29.635704070300001
4665,16759,A12,Mermentau,-92° 30' 34.524"",29° 38' 8.600"",CRMS0623-A12,CRMS0623,CRMS0623-A12,CRMS0623,"LA-0030,ME-0001,ME-0014,ME-0023",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.509589979899999,29.635722234399999
4666,16760,A04,Mermentau,-92° 53' 8.048"",29° 51' 38.766"",CRMS0624-A04,CRMS0624,CRMS0624-A04,CRMS0624,"CS-0016,CS-0029,LA-0030,ME-0011",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.885568820399996,29.860768207100001
4667,16761,A08,Mermentau,-92° 53' 7.973"",29° 51' 38.701"",CRMS0624-A08,CRMS0624,CRMS0624-A08,CRMS0624,"CS-0016,CS-0029,LA-0030,ME-0011",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.885548133200004,29.860750140400000
4668,16762,A12,Mermentau,-92° 53' 7.936"",29° 51' 38.830"",CRMS0624-A12,CRMS0624,CRMS0624-A12,CRMS0624,"CS-0016,CS-0029,LA-0030,ME-0011",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.885537738200000,29.860786229700000
4669,16763,A103,Mermentau,-92° 47' 35.510"",29° 46' 57.620"",CRMS0630-A103,CRMS0630,CRMS0630-A103,CRMS0630,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.793197097600000,29.782672314900001
4670,16764,A107,Mermentau,-92° 47' 35.547"",29° 46' 57.490"",CRMS0630-A107,CRMS0630,CRMS0630-A107,CRMS0630,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.793207517499994,29.782636231700000
4671,16765,A111,Mermentau,-92° 47' 35.659"",29° 46' 57.588"",CRMS0630-A111,CRMS0630,CRMS0630-A111,CRMS0630,LA-0030,Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.793238499200001,29.782663354800000
4672,16766,A04,Mermentau,-92° 23' 7.851"",29° 34' 6.804"",CRMS0632-A04,CRMS0632,CRMS0632-A04,CRMS0632,"LA-0030,ME-0001",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.385514231499997,29.568556624199999
4673,16767,A08,Mermentau,-92° 23' 7.889"",29° 34' 6.772"",CRMS0632-A08,CRMS0632,CRMS0632-A08,CRMS0632,"LA-0030,ME-0001",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.385524609499996,29.568547647199999
4674,16768,A12,Mermentau,-92° 23' 7.814"",29° 34' 6.771"",CRMS0632-A12,CRMS0632,CRMS0632-A12,CRMS0632,"LA-0030,ME-0001",Mermentau,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-92.385503962700000,29.568547551700000
4675,16838,A04,Calcasieu/Sabine,-93° 6' 15.955"",29° 57' 44.882"",CRMS0691-A04,CRMS0691,CRMS0691-A04,CRMS0691,"CS-0016,CS-0029,LA-0030",Calcasieu/Sabine,Lafayette,CRMS,Active,Sediment Elevation,6 Months, ,DGPS,Accretion,4,2049,{290E1D06-3366-4E2B-A60A-7F7E534008BF}, , , , ,6/6/2016 0:00:00,0,1646620.000000000000000,6663.640000000000327,LA,08080202,Mermentau,4.715571888090000,0.622427829769000,5,-93.104431838400004,29.962467090299999
